transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern 
T-04663,2024-03-03,Ministry of Digital Affairs,V-172,Northbound MedTech,Medical equipment,17300,90,Limited tender,diagnostic kits — Q2 — south wing,
T-04664,2025-03-24,Ministry of Digital Affairs,V-114,Evergreen Works,Transport,12200,60,Open tender,logistics services — framework lot A,
T-04665,2024-12-24,Ministry of Digital Affairs,V-014,Granite Supplies,IT services,20500,14,Simplified,ERP rollout — framework lot B,
T-04666,2024-06-25,Ministry of Public Works,V-145,Orion Stationery,Office supplies,17500,30,Limited tender,stationery resupply — Q1 — north wing,
T-04667,2024-07-21,Ministry of Education,V-083,Delta Consulting,Consulting,22000,30,Limited tender,process review — Q1 — north wing,
T-04668,2024-07-21,Ministry of Transport,V-196,Vertex Group,Consulting,24000,90,Limited tender,transformation programme — phase 2,
T-04669,2025-03-05,Ministry of Justice,V-111,Trident Movers,Transport,10500,30,Limited tender,logistics services — annual contract,
T-04670,2024-08-10,Ministry of Digital Affairs,V-089,Cascade Works,Construction,50400,30,Open tender,site preparation — phase 2,
T-04671,2024-03-30,Ministry of Public Works,V-182,Harbor Movers,Transport,12500,30,Limited tender,fuel supply — Q2 — south wing,
T-04672,2025-07-09,Ministry of Digital Affairs,V-101,Fortis Systems,IT services,57800,30,Open tender,support contract — Q2 — south wing,
T-04673,2024-12-25,Ministry of Health,V-024,Rivera Strategy,Consulting,12200,45,Open tender,risk assessment — framework lot A,
T-04674,2025-06-20,Ministry of Public Works,V-008,Junction Builders,Office supplies,7000,30,Limited tender,printer cartridges — framework lot A,
T-04675,2025-01-17,Ministry of Justice,V-006,Fortis Builders,Construction,30200,30,Limited tender,roof refurbishment — annual contract,
T-04676,2024-04-02,Ministry of Education,V-176,Northbound Consulting,Consulting,74200,30,Limited tender,process review — framework lot A,
T-04677,2025-09-23,Ministry of Justice,V-016,Mosaic Office Group,Office supplies,6700,30,Simplified,paper and toner order — Q1 — north wing,
T-04678,2024-06-15,Ministry of Health,V-149,Ivory Partners,Consulting,12200,30,Simplified,transformation programme — annual contract,
T-04679,2024-09-15,Ministry of Health,V-051,Bluefin Stationery,Office supplies,9700,30,Simplified,printer cartridges — phase 2,
T-04680,2025-11-02,Ministry of Justice,V-137,Apex Care,Medical equipment,35900,60,Limited tender,imaging consumables — framework lot B,
T-04681,2024-06-14,Ministry of Transport,V-050,Vertex Supplies,Office supplies,5100,30,Simplified,desk and shelving — Q1 — north wing,
T-04682,2025-12-06,Ministry of Transport,V-148,Westwind Distributors,Office supplies,5500,60,Simplified,desk and shelving — Q3 — east wing,
T-04683,2024-11-25,Ministry of Transport,V-176,Northbound Consulting,Consulting,17900,45,Simplified,risk assessment — Q2 — south wing,
T-04684,2024-12-14,Ministry of Public Works,V-055,Meridian Health Systems,Medical equipment,46500,30,Limited tender,MRI maintenance — Q4 — west wing,
T-04685,2025-06-16,Ministry of Public Works,V-080,Apex Advisory,Consulting,13900,45,Limited tender,compliance audit — framework lot B,
T-04686,2025-07-11,Ministry of Public Works,V-144,Drift Software,IT services,7500,30,Simplified,support contract — Q4 — west wing,
T-04687,2024-09-03,Ministry of Public Works,V-038,Indigo Stationery,IT services,40600,30,Limited tender,endpoint refresh — framework lot A,
T-04688,2025-03-24,Ministry of Transport,V-094,Acme Strategy,Consulting,24600,60,Limited tender,transformation programme — annual contract,
T-04689,2025-06-12,Ministry of Education,V-189,Rivera Cargo,Transport,36800,14,Open tender,logistics services — Q2 — south wing,
T-04690,2024-06-05,Ministry of Transport,V-034,Rivera Consulting,Consulting,18400,30,Limited tender,process review — framework lot A,
T-04691,2024-10-10,Ministry of Transport,V-124,Nexus MedTech,Medical equipment,32900,30,Limited tender,MRI maintenance — framework lot B,
T-04692,2025-08-27,Ministry of Health,V-027,Rivera Logistics,Transport,8500,30,Simplified,vehicle leasing — framework lot A,
T-04693,2024-03-05,Ministry of Digital Affairs,V-046,Yara Engineering,Construction,31900,45,Open tender,roof refurbishment — Q2 — south wing,
T-04694,2024-09-29,Ministry of Public Works,V-019,Summit Care,Medical equipment,111100,30,Open tender,MRI maintenance — Q4 — west wing,
T-04695,2025-11-23,Ministry of Digital Affairs,V-097,Meridian Software,IT services,75900,30,Open tender,cloud migration — phase 2,
T-04696,2024-11-17,Ministry of Transport,V-088,Drift Stationery,Office supplies,6600,30,Simplified,stationery resupply — Q3 — east wing,
T-04697,2024-11-11,Ministry of Transport,V-190,Cascade Consulting,Consulting,46600,30,Simplified,process review — framework lot A,
T-04698,2024-03-21,Ministry of Transport,V-116,Westwind Tech,IT services,63000,14,Open tender,endpoint refresh — phase 2,
T-04699,2024-09-22,Ministry of Health,V-072,Orion Care,Office supplies,6900,45,Simplified,paper and toner order — Q4 — west wing,
T-04700,2024-11-21,Ministry of Digital Affairs,V-002,Rivera Transport,Transport,13500,90,Limited tender,fuel supply — Q3 — east wing,
T-04701,2025-08-12,Ministry of Public Works,V-128,Indigo Office Group,Office supplies,11100,90,Simplified,desk and shelving — framework lot A,
T-04702,2025-02-05,Ministry of Digital Affairs,V-069,Cascade Medical,Medical equipment,51800,30,Open tender,surgical instruments — Q4 — west wing,
T-04703,2025-07-11,Ministry of Health,V-100,Glacier Group,Consulting,12700,30,Limited tender,transformation programme — phase 2,
T-04704,2025-07-13,Ministry of Education,V-174,Meridian Systems,IT services,6400,45,Simplified,endpoint refresh — Q1 — north wing,
T-04705,2024-04-28,Ministry of Transport,V-200,Ember Consulting,Consulting,24900,30,Limited tender,strategy advisory — framework lot B,
T-04706,2024-07-07,Ministry of Transport,V-030,Yara Partners,Consulting,7000,30,Simplified,strategy advisory — Q4 — west wing,
T-04707,2024-12-23,Ministry of Education,V-071,BetaTech Distributors,Office supplies,8100,30,Simplified,printer cartridges — framework lot A,
T-04708,2025-10-19,Ministry of Justice,V-009,Ivory Movers,Transport,11900,60,Limited tender,vehicle leasing — phase 2,
T-04709,2025-07-12,Ministry of Transport,V-182,Harbor Movers,Transport,13100,30,Open tender,vehicle leasing — phase 1,
T-04710,2024-04-27,Ministry of Education,V-157,Bluefin Logistics,Transport,20100,30,Limited tender,fleet maintenance — framework lot A,
T-04711,2024-12-29,Ministry of Public Works,V-179,Pioneer Advisory,Consulting,9400,30,Simplified,risk assessment — Q3 — east wing,
T-04712,2025-12-09,Ministry of Digital Affairs,V-129,Bluefin Solutions,IT services,71000,30,Open tender,cloud migration — framework lot A,
T-04713,2024-04-11,Ministry of Transport,V-053,Lumen Care,Medical equipment,115800,30,Open tender,ICU monitors — Q3 — east wing,
T-04714,2024-01-10,Ministry of Education,V-060,Delta Systems,IT services,32300,30,Limited tender,support contract — Q4 — west wing,
T-04715,2025-02-12,Ministry of Public Works,V-042,Indigo Solutions,IT services,23200,30,Simplified,cloud migration — Q1 — north wing,
T-04716,2025-02-11,Ministry of Health,V-014,Granite Supplies,Office supplies,7800,30,Simplified,ergonomic chairs batch — phase 1,
T-04717,2025-05-29,Ministry of Digital Affairs,V-163,Zenith Office Group,Office supplies,9500,90,Simplified,ergonomic chairs batch — Q1 — north wing,
T-04718,2025-11-21,Ministry of Transport,V-070,Orion Tech,IT services,16400,60,Open tender,support contract — phase 1,
T-04719,2024-07-02,Ministry of Digital Affairs,V-024,Rivera Strategy,Consulting,16600,30,Open tender,process review — phase 2,
T-04720,2025-09-24,Ministry of Justice,V-183,Helios Engineering,Construction,84700,90,Open tender,site preparation — Q4 — west wing,
T-04721,2024-10-11,Ministry of Transport,V-124,Nexus MedTech,Medical equipment,26500,30,Limited tender,surgical instruments — framework lot A,
T-04722,2024-08-01,Ministry of Education,V-147,Rivera Supplies,IT services,28800,14,Open tender,network upgrade — phase 2,
T-04723,2025-12-23,Ministry of Health,V-097,Meridian Software,IT services,17100,45,Limited tender,cloud migration — phase 2,
T-04724,2024-05-10,Ministry of Health,V-133,Juno Diagnostics,Medical equipment,108700,45,Limited tender,imaging consumables — framework lot A,
T-04725,2025-07-02,Ministry of Health,V-010,Cascade Solutions,IT services,75000,30,Open tender,cloud migration — framework lot A,
T-04726,2024-04-03,Ministry of Health,V-187,Keystone Strategy,Consulting,18100,30,Limited tender,risk assessment — annual contract,
T-04727,2025-03-06,Ministry of Health,V-066,Bluefin Health Systems,Medical equipment,78000,14,Open tender,imaging consumables — framework lot B,
T-04728,2024-07-23,Ministry of Transport,V-062,Forge Logistics,Transport,54100,30,Open tender,fuel supply — phase 1,
T-04729,2025-03-19,Ministry of Justice,V-126,Fortis Engineering,Construction,202300,45,Open tender,facade works — phase 2,
T-04730,2025-06-23,Ministry of Public Works,V-182,Harbor Movers,Transport,42400,45,Limited tender,vehicle leasing — framework lot B,
T-04731,2024-01-05,Ministry of Health,V-173,Pioneer Contracting,Construction,32500,30,Open tender,roof refurbishment — framework lot B,
T-04732,2024-06-02,Ministry of Education,V-144,Drift Software,IT services,15500,30,Open tender,endpoint refresh — Q2 — south wing,
T-04733,2024-03-22,Ministry of Health,V-041,Zenith MedTech,Medical equipment,30600,45,Open tender,imaging consumables — Q3 — east wing,
T-04734,2025-04-05,Ministry of Health,V-194,Orion Digital,IT services,21600,90,Limited tender,support contract — annual contract,
T-04735,2025-03-09,Ministry of Public Works,V-171,Fortis MedTech,Medical equipment,52200,30,Open tender,ICU monitors — Q4 — west wing,
T-04736,2025-08-14,Ministry of Public Works,V-141,Pioneer Partners,Office supplies,8600,30,Simplified,desk and shelving — Q3 — east wing,
T-04737,2024-12-28,Ministry of Digital Affairs,V-028,Keystone Care,Medical equipment,13400,14,Limited tender,surgical instruments — Q1 — north wing,
T-04738,2025-03-22,Ministry of Health,V-194,Orion Digital,IT services,10200,14,Open tender,ERP rollout — framework lot A,
T-04739,2025-05-28,Ministry of Digital Affairs,V-134,Xenon Tech,IT services,165400,30,Open tender,network upgrade — annual contract,
T-04740,2024-12-24,Ministry of Public Works,V-193,Fortis Health Systems,Medical equipment,29300,30,Limited tender,MRI maintenance — framework lot B,
T-04741,2025-10-04,Ministry of Digital Affairs,V-061,Fortis Medical,Medical equipment,63900,30,Open tender,surgical instruments — framework lot A,
T-04742,2024-07-21,Ministry of Digital Affairs,V-185,Mosaic MedTech,Medical equipment,17700,30,Limited tender,diagnostic kits — annual contract,
T-04743,2024-06-27,Ministry of Transport,V-089,Cascade Works,Construction,62000,30,Open tender,structural repairs — annual contract,
T-04744,2025-06-13,Ministry of Digital Affairs,V-082,Bluefin Trading,Office supplies,27200,30,Limited tender,stationery resupply — Q2 — south wing,
T-04745,2024-03-22,Ministry of Justice,V-198,Apex Digital,IT services,31000,30,Limited tender,endpoint refresh — framework lot A,
T-04746,2024-02-01,Ministry of Health,V-123,Rivera Freight,Transport,15800,60,Limited tender,fuel supply — phase 1,
T-04747,2024-09-17,Ministry of Public Works,V-086,Ivory Digital,IT services,20400,14,Open tender,ERP rollout — annual contract,
T-04748,2025-09-16,Ministry of Digital Affairs,V-157,Bluefin Logistics,Construction,26300,30,Limited tender,roof refurbishment — phase 1,
T-04749,2024-04-25,Ministry of Education,V-089,Cascade Works,Construction,46100,90,Simplified,site preparation — Q1 — north wing,
T-04750,2025-06-27,Ministry of Public Works,V-157,Bluefin Logistics,Transport,10100,90,Open tender,vehicle leasing — Q1 — north wing,
T-04751,2025-09-26,Ministry of Transport,V-188,Quanta Advisory,Consulting,12900,30,Limited tender,process review — Q3 — east wing,
T-04752,2024-02-07,Ministry of Education,V-070,Orion Tech,IT services,19300,30,Open tender,endpoint refresh — framework lot B,
T-04753,2025-11-15,Ministry of Health,V-052,Acme Partners,Consulting,36100,30,Open tender,strategy advisory — phase 2,
T-04754,2025-11-02,Ministry of Education,V-054,Trident Works,Construction,37300,30,Simplified,site preparation — Q3 — east wing,
T-04755,2024-09-28,Ministry of Education,V-127,Citadel Supplies,Office supplies,16300,30,Limited tender,desk and shelving — phase 2,
T-04756,2024-10-04,Ministry of Education,V-179,Pioneer Advisory,Consulting,36700,45,Open tender,compliance audit — Q3 — east wing,
T-04757,2024-04-30,Ministry of Justice,V-057,Acme Care,Medical equipment,14100,30,Limited tender,diagnostic kits — Q2 — south wing,
T-04758,2025-01-13,Ministry of Digital Affairs,V-010,Cascade Solutions,IT services,114500,30,Open tender,cloud migration — Q1 — north wing,
T-04759,2024-04-16,Ministry of Transport,V-140,Lumen Contracting,Construction,41400,30,Limited tender,office renovation — Q4 — west wing,
T-04760,2024-09-29,Ministry of Education,V-191,Summit Transport,Transport,18200,30,Limited tender,fleet maintenance — framework lot B,
T-04761,2025-05-09,Ministry of Health,V-132,Xenon Works,Construction,64200,30,Open tender,site preparation — phase 2,
T-04762,2025-08-14,Ministry of Transport,V-166,Junction Medical,Medical equipment,17000,60,Limited tender,surgical instruments — Q4 — west wing,
T-04763,2025-04-07,Ministry of Digital Affairs,V-113,Northbound Group,Consulting,18300,45,Limited tender,risk assessment — Q2 — south wing,
T-04764,2024-03-16,Ministry of Digital Affairs,V-123,Rivera Freight,Office supplies,9600,60,Simplified,printer cartridges — phase 1,
T-04765,2024-12-28,Ministry of Digital Affairs,V-095,Drift Office Group,Office supplies,5400,30,Simplified,ergonomic chairs batch — Q2 — south wing,
T-04766,2025-06-26,Ministry of Public Works,V-095,Drift Office Group,Office supplies,14400,45,Open tender,desk and shelving — Q3 — east wing,
T-04767,2024-10-22,Ministry of Digital Affairs,V-112,Evergreen Supplies,Office supplies,10000,45,Limited tender,printer cartridges — Q4 — west wing,
T-04768,2025-02-10,Ministry of Education,V-166,Junction Medical,Office supplies,5500,30,Simplified,stationery resupply — Q3 — east wing,
T-04769,2024-12-09,Ministry of Education,V-135,Nexus Stationery,IT services,13800,30,Open tender,support contract — framework lot A,
